Gene ID	source_id	gene_source_id	Gene Name or Symbol	Hypnozoite, schizont and blood stage transcriptomes (laser microdissection) - Liver schizont - unique (Pcyn LCM hypno-schizo-blood RNA-Seq)	Hypnozoite, schizont and blood stage transcriptomes (laser microdissection) - Blood stage - unique (Pcyn LCM hypno-schizo-blood RNA-Seq)	Hypnozoite, schizont and blood stage transcriptomes (laser microdissection) - Hypnozoite - unique (Pcyn LCM hypno-schizo-blood RNA-Seq)	
PcyM_0209400	PcyM_0209400-t36_1	PcyM_0209400	N/A	33.81	15.66	55.61	
PcyM_0209500	PcyM_0209500-t36_1	PcyM_0209500	N/A	12.27	3.95	117.19	
PcyM_0209600	PcyM_0209600-t36_1	PcyM_0209600	N/A	40.65	22.03	63.1	
PcyM_0209700	PcyM_0209700-t36_1	PcyM_0209700	N/A	622.95	510.69	0	
PcyM_0209800	PcyM_0209800-t36_1	PcyM_0209800	N/A	204.57	90.91	1.31	
PcyM_0210000	PcyM_0210000-t36_1	PcyM_0210000	N/A	230.22	120.37	1.98	
PcyM_0210100	PcyM_0210100-t36_1	PcyM_0210100	CEN1	407.03	417.02	261.54	
PcyM_0210300	PcyM_0210300-t36_1	PcyM_0210300	IspD	43.12	90.55	0.63	
PcyM_0210400	PcyM_0210400-t36_1	PcyM_0210400	N/A	147.74	184.73	127.44	
PcyM_0210900	PcyM_0210900-t36_1	PcyM_0210900	AARP2	21.25	13.96	2.39	
PcyM_0211000	PcyM_0211000-t36_1	PcyM_0211000	N/A	13.79	9.44	254.72	
PcyM_0211100	PcyM_0211100-t36_1	PcyM_0211100	N/A	14.07	10.39	20.88	
PcyM_0211200	PcyM_0211200-t36_1	PcyM_0211200	N/A	296.53	239.17	600.3	
PcyM_0211300	PcyM_0211300-t36_1	PcyM_0211300	ATP6	61.13	14.22	43.73	
PcyM_0211400	PcyM_0211400-t36_1	PcyM_0211400	N/A	66.95	104.36	163.7	
PcyM_0211500	PcyM_0211500-t36_1	PcyM_0211500	N/A	72.35	63.23	118.92	
PcyM_0211600	PcyM_0211600-t36_1	PcyM_0211600	N/A	62.65	36.31	0.63	
PcyM_0211700	PcyM_0211700-t36_1	PcyM_0211700	N/A	344.41	135.63	248.24	
PcyM_0211800	PcyM_0211800-t36_1	PcyM_0211800	N/A	127.55	39.24	16.59	
PcyM_0211900	PcyM_0211900-t36_1	PcyM_0211900	N/A	20.14	3.92	13.48	
PcyM_0212100	PcyM_0212100-t36_1	PcyM_0212100	N/A	35.02	17.91	1.08	
PcyM_0212200	PcyM_0212200-t36_1	PcyM_0212200	N/A	139.55	121.1	0	
PcyM_0212300	PcyM_0212300-t36_1	PcyM_0212300	N/A	22.7	11.98	0	
PcyM_0212400	PcyM_0212400-t36_1	PcyM_0212400	C-CAP	419.7	70.63	0	
PcyM_0212500	PcyM_0212500-t36_1	PcyM_0212500	N/A	108	72.1	122.57	
PcyM_0212600	PcyM_0212600-t36_1	PcyM_0212600	N/A	610.4	230.17	5.93	
PcyM_0212800	PcyM_0212800-t36_1	PcyM_0212800	NPT1	391.21	64.06	0.77	
PcyM_0213000	PcyM_0213000-t36_1	PcyM_0213000	N/A	25.14	32.04	4.69	
PcyM_0213200	PcyM_0213200-t36_1	PcyM_0213200	N/A	10.77	11.22	2.78	
PcyM_0213300	PcyM_0213300-t36_1	PcyM_0213300	N/A	64.9	48.82	0	
PcyM_0213400	PcyM_0213400-t36_1	PcyM_0213400	LytB	377.77	152.88	2.9	
PcyM_0213600	PcyM_0213600-t36_1	PcyM_0213600	N/A	22.07	10.85	60.97	
PcyM_0213700	PcyM_0213700-t36_1	PcyM_0213700	N/A	189.47	4.88	0.89	
PcyM_0213800	PcyM_0213800-t36_1	PcyM_0213800	N/A	9.58	16.61	6.05	
PcyM_0213900	PcyM_0213900-t36_1	PcyM_0213900	TRSP	27.96	4.24	41.16	
PcyM_0214000	PcyM_0214000-t36_1	PcyM_0214000	PIEPS15	62.8	46.98	87.49	
PcyM_0214100	PcyM_0214100-t36_1	PcyM_0214100	ARP1	10.6	47.58	263.48	
PcyM_0214200	PcyM_0214200-t36_1	PcyM_0214200	PSTK	60	23.53	0.77	
PcyM_0214300	PcyM_0214300-t36_1	PcyM_0214300	N/A	16.88	9.23	0.32	
PcyM_0214400	PcyM_0214400-t36_1	PcyM_0214400	N/A	33.66	9.64	132.72	
PcyM_0214500	PcyM_0214500-t36_1	PcyM_0214500	N/A	21.79	22.93	101.7	
PcyM_0214800	PcyM_0214800-t36_1	PcyM_0214800	N/A	58.14	19.93	0	
PcyM_0214900	PcyM_0214900-t36_1	PcyM_0214900	NT4	1099.62	279.65	1.98	
PcyM_0215000	PcyM_0215000-t36_1	PcyM_0215000	VPS51	23.65	8.22	35.33	
PcyM_0215100	PcyM_0215100-t36_1	PcyM_0215100	N/A	166.31	110.52	0	
PcyM_0215200	PcyM_0215200-t36_1	PcyM_0215200	N/A	140.4	88.06	276.45	
PcyM_0215300	PcyM_0215300-t36_1	PcyM_0215300	N/A	49.49	50.85	13.32	
PcyM_0215400	PcyM_0215400-t36_1	PcyM_0215400	PMS1	22.71	22.86	0.72	
PcyM_0215500	PcyM_0215500-t36_1	PcyM_0215500	N/A	5.92	2.6	3.1	
PcyM_0215600	PcyM_0215600-t36_1	PcyM_0215600	N/A	59.86	20.53	198.97	
PcyM_0215700	PcyM_0215700-t36_1	PcyM_0215700	N/A	38.19	57.34	2.74	
PcyM_0215800	PcyM_0215800-t36_1	PcyM_0215800	N/A	218.23	32.21	0	
PcyM_0215900	PcyM_0215900-t36_1	PcyM_0215900	DAD1	260.04	62.93	0	
PcyM_0216000	PcyM_0216000-t36_1	PcyM_0216000	TIM50	135.88	40.71	15.03	
PcyM_0216200	PcyM_0216200-t36_1	PcyM_0216200	VPS53	24.12	11.33	48.08	
PcyM_0216300	PcyM_0216300-t36_1	PcyM_0216300	N/A	16.85	3.28	78.86	
PcyM_0216400	PcyM_0216400-t36_1	PcyM_0216400	NFS	28.61	70.93	22.84	
PcyM_0216500	PcyM_0216500-t36_1	PcyM_0216500	DNMT	56.26	15.91	63.12	
PcyM_0216600	PcyM_0216600-t36_1	PcyM_0216600	N/A	711.97	870.54	68.77	
PcyM_0216700	PcyM_0216700-t36_1	PcyM_0216700	N/A	17.67	13.37	0	
PcyM_0216800	PcyM_0216800-t36_1	PcyM_0216800	N/A	73.9	22.14	0	
PcyM_0216900	PcyM_0216900-t36_1	PcyM_0216900	N/A	21.86	10.54	13.79	
PcyM_0217000	PcyM_0217000-t36_1	PcyM_0217000	N/A	93.15	26.47	74.83	
PcyM_0217100	PcyM_0217100-t36_1	PcyM_0217100	N/A	18.1	3.9	8.21	
PcyM_0217200	PcyM_0217200-t36_1	PcyM_0217200	N/A	768.17	272.22	0	
PcyM_0217300	PcyM_0217300-t36_1	PcyM_0217300	N/A	4.43	3.18	9.49	
PcyM_0217400	PcyM_0217400-t36_1	PcyM_0217400	ALP3	29.47	39.06	0	
PcyM_0217500	PcyM_0217500-t36_1	PcyM_0217500	N/A	346.7	141.34	4.42	
PcyM_0217600	PcyM_0217600-t36_1	PcyM_0217600	N/A	374.51	253.36	0	
PcyM_0217700	PcyM_0217700-t36_1	PcyM_0217700	N/A	56.17	66.83	40.17	
PcyM_0217800	PcyM_0217800-t36_1	PcyM_0217800	N/A	29.84	26.58	96.4	
PcyM_0217900	PcyM_0217900-t36_1	PcyM_0217900	N/A	0.92	20.34	25.49	
PcyM_0218000	PcyM_0218000-t36_1	PcyM_0218000	N/A	177.13	120.03	0	
PcyM_0218100	PcyM_0218100-t36_1	PcyM_0218100	N/A	125.74	83.16	14.19	
PcyM_0218200	PcyM_0218200-t36_1	PcyM_0218200	SRP9	600.84	246.2	872.51	
PcyM_0218300	PcyM_0218300-t36_1	PcyM_0218300	N/A	25.44	12.93	103.92	
PcyM_0218400	PcyM_0218400-t36_1	PcyM_0218400	AOP	278.96	163.21	585.21	
PcyM_0218500	PcyM_0218500-t36_1	PcyM_0218500	NMD3	67.41	58.93	4.37	
PcyM_0218600	PcyM_0218600-t36_1	PcyM_0218600	N/A	126.59	119.12	8.22	
PcyM_0218700	PcyM_0218700-t36_1	PcyM_0218700	N/A	52.49	34.71	106.07	
PcyM_0218800	PcyM_0218800-t36_1	PcyM_0218800	N/A	689.14	349.07	1504	
PcyM_0218900	PcyM_0218900-t36_1	PcyM_0218900	N/A	50.23	43.96	0	
PcyM_0219000	PcyM_0219000-t36_1	PcyM_0219000	N/A	74.71	535.12	739.37	
PcyM_0219100	PcyM_0219100-t36_1	PcyM_0219100	N/A	6.25	9.81	0.35	
PcyM_0219200	PcyM_0219200-t36_1	PcyM_0219200	N/A	222.18	164.63	0	
PcyM_0219300	PcyM_0219300-t36_1	PcyM_0219300	N/A	46.47	28.35	0.49	
PcyM_0219400	PcyM_0219400-t36_1	PcyM_0219400	N/A	59.29	28.85	0	
PcyM_0219500	PcyM_0219500-t36_1	PcyM_0219500	AP2-L	94.74	31.94	42.72	
PcyM_0219600	PcyM_0219600-t36_1	PcyM_0219600	IMP2	13.79	19.85	0	
PcyM_0219700	PcyM_0219700-t36_1	PcyM_0219700	N/A	37.47	7.74	38.82	
PcyM_0220100	PcyM_0220100-t36_1	PcyM_0220100	N/A	0.18	52.27	0	
PcyM_0220200	PcyM_0220200-t36_1	PcyM_0220200	N/A	0	49.96	0	
PcyM_0220300	PcyM_0220300-t36_1	PcyM_0220300	N/A	0	1798.49	0	
PcyM_0220400	PcyM_0220400-t36_1	PcyM_0220400	N/A	0	120.93	16.62	
PcyM_0220500	PcyM_0220500-t36_1	PcyM_0220500	N/A	0.56	158.24	0	
PcyM_0220700	PcyM_0220700-t36_1	PcyM_0220700	N/A	0.2	112.14	8.4	
PcyM_0220800	PcyM_0220800-t36_1	PcyM_0220800	N/A	0	77.87	2.83	
PcyM_0220900	PcyM_0220900-t36_1	PcyM_0220900	N/A	0.07	307.45	0	
PcyM_0221000	PcyM_0221000-t36_1	PcyM_0221000	N/A	0	46.39	0	
PcyM_0221100	PcyM_0221100-t36_1	PcyM_0221100	N/A	0.51	13.82	0	
PcyM_0221400	PcyM_0221400-t36_1	PcyM_0221400	N/A	0.91	46.49	0	
PcyM_0221500	PcyM_0221500-t36_1	PcyM_0221500	N/A	2.86	8.74	0	
PcyM_0221600	PcyM_0221600-t36_1	PcyM_0221600	N/A	0	27.75	0	
PcyM_0221700	PcyM_0221700-t36_1	PcyM_0221700	N/A	0	23.8	0	
PcyM_0221800	PcyM_0221800-t36_1	PcyM_0221800	N/A	0	33.42	1.01	
PcyM_0221900	PcyM_0221900-t36_1	PcyM_0221900	N/A	0.8	8.41	0	
PcyM_0222000	PcyM_0222000-t36_1	PcyM_0222000	N/A	0	11.55	0	
PcyM_0222100	PcyM_0222100-t36_1	PcyM_0222100	N/A	0	11.28	0	
PcyM_0222150	PcyM_0222150-t36_1	PcyM_0222150	N/A	0	14.16	0	
PcyM_0222200	PcyM_0222200-t36_1	PcyM_0222200	N/A	0	4.35	0	
PcyM_0222400	PcyM_0222400-t36_1	PcyM_0222400	N/A	0	9.26	0	
PcyM_0222500	PcyM_0222500-t36_1	PcyM_0222500	N/A	0	4.87	0	
PcyM_0222600	PcyM_0222600-t36_1	PcyM_0222600	N/A	0	22.67	0	
PcyM_0222700	PcyM_0222700-t36_1	PcyM_0222700	N/A	0.08	1.51	0	
PcyM_0222800	PcyM_0222800-t36_1	PcyM_0222800	N/A	0	0.83	0	
PcyM_0222900	PcyM_0222900-t36_1	PcyM_0222900	N/A	0	0	3.78	
PcyM_0300100	PcyM_0300100-t36_1	PcyM_0300100	N/A	0	2.6	0	
PcyM_0300200	PcyM_0300200-t36_1	PcyM_0300200	N/A	0.11	8.81	0	
PcyM_0300300	PcyM_0300300-t36_1	PcyM_0300300	N/A	1.14	10.86	0	
PcyM_0300400	PcyM_0300400-t36_1	PcyM_0300400	N/A	0	3.37	0	
PcyM_0300500	PcyM_0300500-t36_1	PcyM_0300500	N/A	0	2.5	0	
PcyM_0300600	PcyM_0300600-t36_1	PcyM_0300600	N/A	0	2.98	0	
PcyM_0300700	PcyM_0300700-t36_1	PcyM_0300700	N/A	0	0.38	0	
PcyM_0300800	PcyM_0300800-t36_1	PcyM_0300800	N/A	0	4.24	0	
PcyM_0300900	PcyM_0300900-t36_1	PcyM_0300900	N/A	0	7.42	0	
PcyM_0300950	PcyM_0300950-t36_1	PcyM_0300950	N/A	0	1.9	0	
PcyM_0301000	PcyM_0301000-t36_1	PcyM_0301000	N/A	0	7.21	0	
PcyM_0301100	PcyM_0301100-t36_1	PcyM_0301100	N/A	0	1.72	0	
PcyM_0301200	PcyM_0301200-t36_1	PcyM_0301200	N/A	0	2.61	0	
PcyM_0301300	PcyM_0301300-t36_1	PcyM_0301300	N/A	0	41.65	0	
PcyM_0301350	PcyM_0301350-t36_1	PcyM_0301350	N/A	0	0.49	0	
PcyM_0301400	PcyM_0301400-t36_1	PcyM_0301400	N/A	0	16.22	0	
PcyM_0301500	PcyM_0301500-t36_1	PcyM_0301500	N/A	0	4.12	5	
PcyM_0301600	PcyM_0301600-t36_1	PcyM_0301600	N/A	0	3.57	0	
PcyM_0301700	PcyM_0301700-t36_1	PcyM_0301700	N/A	0	4.41	0	
PcyM_0301800	PcyM_0301800-t36_1	PcyM_0301800	N/A	0	10.15	0	
PcyM_0301900	PcyM_0301900-t36_1	PcyM_0301900	N/A	0	10.45	0	
PcyM_0302000	PcyM_0302000-t36_1	PcyM_0302000	N/A	0	7.18	0	
PcyM_0302100	PcyM_0302100-t36_1	PcyM_0302100	N/A	0	11.43	0	
PcyM_0302200	PcyM_0302200-t36_1	PcyM_0302200	N/A	0	8.18	0	
PcyM_0302300	PcyM_0302300-t36_1	PcyM_0302300	N/A	0	1.6	0	
PcyM_0302400	PcyM_0302400-t36_1	PcyM_0302400	N/A	0	55.21	0	
PcyM_0302500	PcyM_0302500-t36_1	PcyM_0302500	N/A	0.98	16.56	0	
PcyM_0302550	PcyM_0302550-t36_1	PcyM_0302550	N/A	0	4	0	
PcyM_0302600	PcyM_0302600-t36_1	PcyM_0302600	N/A	2.96	4.24	0	
PcyM_0302700	PcyM_0302700-t36_1	PcyM_0302700	N/A	4.7	5.27	0	
PcyM_0303000	PcyM_0303000-t36_1	PcyM_0303000	N/A	0.07	18.16	0	
PcyM_0303100	PcyM_0303100-t36_1	PcyM_0303100	N/A	0	51.7	10.51	
PcyM_0303200	PcyM_0303200-t36_1	PcyM_0303200	N/A	0	35.7	0	
PcyM_0303250	PcyM_0303250-t36_1	PcyM_0303250	N/A	0	1.14	0	
PcyM_0303270	PcyM_0303270-t36_1	PcyM_0303270	N/A	0	35.46	7.86	
PcyM_0303300	PcyM_0303300-t36_1	PcyM_0303300	N/A	0	26.13	0	
PcyM_0303350	PcyM_0303350-t36_1	PcyM_0303350	N/A	0	17.05	0	
PcyM_0303370	PcyM_0303370-t36_1	PcyM_0303370	N/A	0	64.47	0	
PcyM_0303400	PcyM_0303400-t36_1	PcyM_0303400	N/A	0	42.6	0	
PcyM_0303450	PcyM_0303450-t36_1	PcyM_0303450	N/A	0.14	73.9	0	
PcyM_0303500	PcyM_0303500-t36_1	PcyM_0303500	N/A	0	1729.76	0	
PcyM_0303600	PcyM_0303600-t36_1	PcyM_0303600	N/A	0.84	3939.84	0	
PcyM_0303700	PcyM_0303700-t36_1	PcyM_0303700	N/A	0	513.86	1.56	
PcyM_0303800	PcyM_0303800-t36_1	PcyM_0303800	N/A	0	35.72	7.62	
PcyM_0303900	PcyM_0303900-t36_1	PcyM_0303900	N/A	0	19.95	0	
PcyM_0304000	PcyM_0304000-t36_1	PcyM_0304000	N/A	0.05	4.77	1.03	
PcyM_0304100	PcyM_0304100-t36_1	PcyM_0304100	N/A	0	94.71	0	
PcyM_0304200	PcyM_0304200-t36_1	PcyM_0304200	N/A	0	28.81	7.92	
PcyM_0304300	PcyM_0304300-t36_1	PcyM_0304300	N/A	0	2.85	1.96	
PcyM_0304400	PcyM_0304400-t36_1	PcyM_0304400	N/A	0	0.35	2.13	
PcyM_0304600	PcyM_0304600-t36_1	PcyM_0304600	N/A	2.25	25.75	0	
PcyM_0304800	PcyM_0304800-t36_1	PcyM_0304800	N/A	92.3	83.21	16.82	
PcyM_0304900	PcyM_0304900-t36_1	PcyM_0304900	N/A	49.54	77.91	2.29	
PcyM_0305000	PcyM_0305000-t36_1	PcyM_0305000	N/A	140.42	229.63	26.69	
PcyM_0305100	PcyM_0305100-t36_1	PcyM_0305100	N/A	13.61	13.48	0.78	
PcyM_0305200	PcyM_0305200-t36_1	PcyM_0305200	N/A	44.17	54.67	0	
PcyM_0305300	PcyM_0305300-t36_1	PcyM_0305300	N/A	21.4	6.13	1.6	
PcyM_0305400	PcyM_0305400-t36_1	PcyM_0305400	N/A	51.69	14.52	0.51	
PcyM_0305500	PcyM_0305500-t36_1	PcyM_0305500	N/A	56.51	73.78	187.25	
PcyM_0305600	PcyM_0305600-t36_1	PcyM_0305600	N/A	10.91	1.14	26.16	
PcyM_0305700	PcyM_0305700-t36_1	PcyM_0305700	SET8	40.39	21.86	13.83	
PcyM_0305800	PcyM_0305800-t36_1	PcyM_0305800	N/A	91.94	70.41	105.89	
PcyM_0305900	PcyM_0305900-t36_1	PcyM_0305900	ApiAP2	3.27	2.89	11.58	
PcyM_0306100	PcyM_0306100-t36_1	PcyM_0306100	N/A	375.05	192.09	0	
PcyM_0306300	PcyM_0306300-t36_1	PcyM_0306300	N/A	98.86	42.64	102.12	
PcyM_0306400	PcyM_0306400-t36_1	PcyM_0306400	P36	181.56	14.78	25.17	
PcyM_0306500	PcyM_0306500-t36_1	PcyM_0306500	P52	4.1	9.8	0	
PcyM_0306600	PcyM_0306600-t36_1	PcyM_0306600	N/A	105.87	2.25	47.89	
PcyM_0306700	PcyM_0306700-t36_1	PcyM_0306700	N/A	205.87	0.58	78.6	
PcyM_0306800	PcyM_0306800-t36_1	PcyM_0306800	DPAP3	85.66	2.12	216.77	
PcyM_0306900	PcyM_0306900-t36_1	PcyM_0306900	N/A	0.85	0.49	0	
PcyM_0307000	PcyM_0307000-t36_1	PcyM_0307000	P41	0	6.44	1.16	
PcyM_0307100	PcyM_0307100-t36_1	PcyM_0307100	N/A	85.56	53.6	93.41	
PcyM_0307200	PcyM_0307200-t36_1	PcyM_0307200	SEC24B	64.34	16.2	0.28	
PcyM_0307400	PcyM_0307400-t36_1	PcyM_0307400	MAg-1	6.79	7.05	0	
PcyM_0307500	PcyM_0307500-t36_1	PcyM_0307500	LISP2	4116.06	2.93	3302.76	
PcyM_0307600	PcyM_0307600-t36_1	PcyM_0307600	PRPF8	50.31	15.91	17.77	
PcyM_0307700	PcyM_0307700-t36_1	PcyM_0307700	N/A	76.06	55.16	1.96	
PcyM_0307800	PcyM_0307800-t36_1	PcyM_0307800	N/A	324.46	121.24	2.8	
PcyM_0308000	PcyM_0308000-t36_1	PcyM_0308000	N/A	49.97	10.4	15.34	
PcyM_0308100	PcyM_0308100-t36_1	PcyM_0308100	N/A	388.96	322.15	21.98	
PcyM_0308200	PcyM_0308200-t36_1	PcyM_0308200	ASP	48.96	23.22	43.75	
PcyM_0308300	PcyM_0308300-t36_1	PcyM_0308300	N/A	54.11	83.66	75.41	
PcyM_0308400	PcyM_0308400-t36_1	PcyM_0308400	N/A	233.33	151.52	0	
PcyM_0308500	PcyM_0308500-t36_1	PcyM_0308500	N/A	28.08	1759.14	0	
PcyM_0308600	PcyM_0308600-t36_1	PcyM_0308600	cGloII	206.7	173.3	0	
PcyM_0308800	PcyM_0308800-t36_1	PcyM_0308800	N/A	44.57	18.58	92.56	
PcyM_0308900	PcyM_0308900-t36_1	PcyM_0308900	N/A	262.75	231.83	0	
PcyM_0309000	PcyM_0309000-t36_1	PcyM_0309000	N/A	89.65	40.57	295.89	
PcyM_0309100	PcyM_0309100-t36_1	PcyM_0309100	N/A	364.08	89.78	0	
PcyM_0309200	PcyM_0309200-t36_1	PcyM_0309200	N/A	1.12	3.03	1.89	
PcyM_0309300	PcyM_0309300-t36_1	PcyM_0309300	N/A	93.47	31.78	0	
PcyM_0309400	PcyM_0309400-t36_1	PcyM_0309400	N/A	252.7	65.46	376.88	
PcyM_0309600	PcyM_0309600-t36_1	PcyM_0309600	PTH2	35.96	10.51	2.29	
PcyM_0309700	PcyM_0309700-t36_1	PcyM_0309700	N/A	24.03	27.88	66.2	
PcyM_0309800	PcyM_0309800-t36_1	PcyM_0309800	N/A	208.66	79.72	3.53	
PcyM_0309900	PcyM_0309900-t36_1	PcyM_0309900	N/A	4.78	3.26	0	
PcyM_0310000	PcyM_0310000-t36_1	PcyM_0310000	N/A	0.86	1.49	0.96	
PcyM_0310100	PcyM_0310100-t36_1	PcyM_0310100	N/A	26.09	10.56	46.98	
PcyM_0310200	PcyM_0310200-t36_1	PcyM_0310200	N/A	26.43	16.81	43.55	
PcyM_0310300	PcyM_0310300-t36_1	PcyM_0310300	N/A	64.02	31.34	64.64	
PcyM_0310400	PcyM_0310400-t36_1	PcyM_0310400	N/A	64.37	11.82	0	
PcyM_0310500	PcyM_0310500-t36_1	PcyM_0310500	N/A	53.2	18.67	98.84	
PcyM_0310600	PcyM_0310600-t36_1	PcyM_0310600	N/A	4.06	185.69	12.93	
PcyM_0310700	PcyM_0310700-t36_1	PcyM_0310700	N/A	41.32	30.84	136.95	
PcyM_0310800	PcyM_0310800-t36_1	PcyM_0310800	N/A	78.37	49.01	0	
PcyM_0310900	PcyM_0310900-t36_1	PcyM_0310900	FEN1	72.68	119.63	137.46	
PcyM_0311100	PcyM_0311100-t36_1	PcyM_0311100	SIAP1	9.5	12.57	0.44	
PcyM_0311200	PcyM_0311200-t36_1	PcyM_0311200	PLP1	14.5	35.4	0.52	
PcyM_0311300	PcyM_0311300-t36_1	PcyM_0311300	N/A	1.17	1.6	0	
PcyM_0311400	PcyM_0311400-t36_1	PcyM_0311400	KAE1	39.92	23.26	25.52	
PcyM_0311500	PcyM_0311500-t36_1	PcyM_0311500	N/A	7.02	6.58	0.39	
PcyM_0311600	PcyM_0311600-t36_1	PcyM_0311600	N/A	106.02	68.57	0	
PcyM_0311700	PcyM_0311700-t36_1	PcyM_0311700	N/A	138.65	71.42	404.45	
PcyM_0311800	PcyM_0311800-t36_1	PcyM_0311800	N/A	22.64	35.18	2.65	
PcyM_0311900	PcyM_0311900-t36_1	PcyM_0311900	DnaJ	135	78.98	2.67	
PcyM_0312000	PcyM_0312000-t36_1	PcyM_0312000	N/A	85.75	50.33	0	
PcyM_0312200	PcyM_0312200-t36_1	PcyM_0312200	RPA1	37.93	15.65	26.56	
PcyM_0312300	PcyM_0312300-t36_1	PcyM_0312300	N/A	190.95	163.35	149.08	
PcyM_0312400	PcyM_0312400-t36_1	PcyM_0312400	N/A	198.72	146.85	3.54	
PcyM_0312500	PcyM_0312500-t36_1	PcyM_0312500	ALP5b	9.56	208.06	2.37	
PcyM_0312600	PcyM_0312600-t36_1	PcyM_0312600	EVP1	8.23	72.35	1.64	
PcyM_0312700	PcyM_0312700-t36_1	PcyM_0312700	PPM1	63.37	7.1	1.48	
PcyM_0312800	PcyM_0312800-t36_1	PcyM_0312800	N/A	198.07	69.38	49.69	
PcyM_0312900	PcyM_0312900-t36_1	PcyM_0312900	N/A	141.2	609.64	444.44	
PcyM_0313000	PcyM_0313000-t36_1	PcyM_0313000	N/A	421.34	390.31	1019.62	
PcyM_0313100	PcyM_0313100-t36_1	PcyM_0313100	RbgA	27.64	7.23	97.1	
PcyM_0313200	PcyM_0313200-t36_1	PcyM_0313200	N/A	7.84	4.17	32.15	
PcyM_0313300	PcyM_0313300-t36_1	PcyM_0313300	N/A	67.44	45.13	114.1	
PcyM_0313400	PcyM_0313400-t36_1	PcyM_0313400	N/A	0.29	167.35	0.72	
PcyM_0313500	PcyM_0313500-t36_1	PcyM_0313500	N/A	47.24	17.01	0	
PcyM_0313600	PcyM_0313600-t36_1	PcyM_0313600	N/A	25.33	6.33	18.04	
PcyM_0313700	PcyM_0313700-t36_1	PcyM_0313700	N/A	75.12	17.85	6.9	
PcyM_0313800	PcyM_0313800-t36_1	PcyM_0313800	N/A	23.34	8.82	3.56	
PcyM_0314100	PcyM_0314100-t36_1	PcyM_0314100	N/A	4.51	1101.79	286.02	
PcyM_0314200	PcyM_0314200-t36_1	PcyM_0314200	N/A	21.86	6.88	9.18	
PcyM_0314400	PcyM_0314400-t36_1	PcyM_0314400	N/A	12.88	8.52	203.94	
PcyM_0314500	PcyM_0314500-t36_1	PcyM_0314500	N/A	36.62	64.96	36.95	
PcyM_0314800	PcyM_0314800-t36_1	PcyM_0314800	N/A	3.93	3.27	44.39	
PcyM_0314900	PcyM_0314900-t36_1	PcyM_0314900	N/A	516.22	138.58	3.89	
PcyM_0315000	PcyM_0315000-t36_1	PcyM_0315000	N/A	22.83	8.84	0	
PcyM_0315100	PcyM_0315100-t36_1	PcyM_0315100	N/A	244.81	100.54	0	
PcyM_0315200	PcyM_0315200-t36_1	PcyM_0315200	N/A	11.67	24.37	22.73	
PcyM_0315300	PcyM_0315300-t36_1	PcyM_0315300	N/A	62.69	44.09	92.53	
PcyM_0315500	PcyM_0315500-t36_1	PcyM_0315500	N/A	63.62	34.43	1.79	
PcyM_0315600	PcyM_0315600-t36_1	PcyM_0315600	N/A	1151.32	174.42	636.15	
PcyM_0315700	PcyM_0315700-t36_1	PcyM_0315700	N/A	173.77	101.1	0	
PcyM_0315800	PcyM_0315800-t36_1	PcyM_0315800	N/A	126.1	51.73	0	
PcyM_0315900	PcyM_0315900-t36_1	PcyM_0315900	SufS	115.15	90.83	302.37	
PcyM_0316000	PcyM_0316000-t36_1	PcyM_0316000	N/A	7.89	5.04	36.71	
PcyM_0316100	PcyM_0316100-t36_1	PcyM_0316100	N/A	1009.53	593.03	619.62	
PcyM_0316200	PcyM_0316200-t36_1	PcyM_0316200	N/A	53.63	136.86	0	
PcyM_0316300	PcyM_0316300-t36_1	PcyM_0316300	N/A	561.89	145.86	83.23	
PcyM_0316400	PcyM_0316400-t36_1	PcyM_0316400	N/A	51.86	13.99	23.53	
PcyM_0316500	PcyM_0316500-t36_1	PcyM_0316500	N/A	181.66	15.21	41.89	
PcyM_0316600	PcyM_0316600-t36_1	PcyM_0316600	N/A	127.39	25.22	654.28	
PcyM_0316700	PcyM_0316700-t36_1	PcyM_0316700	N/A	97.99	15.38	199.25	
PcyM_0316800	PcyM_0316800-t36_1	PcyM_0316800	CDPK4	66.94	223.07	0	
PcyM_0316900	PcyM_0316900-t36_1	PcyM_0316900	N/A	77.3	51.55	47.89	
PcyM_0317000	PcyM_0317000-t36_1	PcyM_0317000	N/A	76.29	21.45	2.9	
PcyM_0317100	PcyM_0317100-t36_1	PcyM_0317100	N/A	0.37	0.3	0.29	
PcyM_0317200	PcyM_0317200-t36_1	PcyM_0317200	N/A	297.9	260.42	334.66	
PcyM_0317300	PcyM_0317300-t36_1	PcyM_0317300	N/A	3.26	11.93	6.06	
PcyM_0317800	PcyM_0317800-t36_1	PcyM_0317800	EST	5.02	13.13	49.65	
PcyM_0318000	PcyM_0318000-t36_1	PcyM_0318000	CRMP2	0.48	1.02	1.16	
PcyM_0318100	PcyM_0318100-t36_1	PcyM_0318100	N/A	413.54	256.67	0	
PcyM_0318200	PcyM_0318200-t36_1	PcyM_0318200	N/A	597.11	461.75	1183.84	
PcyM_0318300	PcyM_0318300-t36_1	PcyM_0318300	N/A	1.43	4.62	25.49	
PcyM_0318400	PcyM_0318400-t36_1	PcyM_0318400	N/A	90.47	51.52	0	
PcyM_0318500	PcyM_0318500-t36_1	PcyM_0318500	N/A	198.26	97.41	1.95	
