Gene ID	source_id	Gene Name or Symbol	gene_source_id	sense - salivary gland sporozoites - unique only	Transcriptomic Analysis of Cultured Sporozoites - Sporozoites - unique (Pf3D7 Sporoz_Blood RNA-Seq)	Transcriptomic Analysis of Cultured Sporozoites - Cultured sporozoites - unique (Pf3D7 Sporoz_Blood RNA-Seq)	
PF3D7_0213100	PF3D7_0213100.1	SIS1	PF3D7_0213100	5.88	2.07	46.31	
PF3D7_0213200	PF3D7_0213200.1	N/A	PF3D7_0213200	4.05	1.34	23.77	
PF3D7_0213300	PF3D7_0213300.1	N/A	PF3D7_0213300	108.7	1.84	283.01	
PF3D7_0213400	PF3D7_0213400.1	PK7	PF3D7_0213400	5.43	0.85	29.62	
PF3D7_0213500	PF3D7_0213500.1	N/A	PF3D7_0213500	2.69	2.21	13.51	
PF3D7_0213600	PF3D7_0213600.1	N/A	PF3D7_0213600	3.92	3.52	40.62	
PF3D7_0213700	PF3D7_0213700.1	N/A	PF3D7_0213700	11.57	21.46	26.17	
PF3D7_0213800	PF3D7_0213800.1	N/A	PF3D7_0213800	31.61	25.95	29.29	
PF3D7_0213900	PF3D7_0213900.1	N/A	PF3D7_0213900	3.08	2.35	31.73	
PF3D7_0214000	PF3D7_0214000.1	CCT8	PF3D7_0214000	6.17	2.82	46.82	
PF3D7_0214100	PF3D7_0214100.1	SEC31	PF3D7_0214100	94.46	164.11	237.64	
PF3D7_0214200	PF3D7_0214200.1	mRPL13	PF3D7_0214200	20.49	53.23	62.89	
PF3D7_0214300	PF3D7_0214300.1	N/A	PF3D7_0214300	4.6	24.09	45.23	
PF3D7_0214400	PF3D7_0214400.1	N/A	PF3D7_0214400	23.92	73.7	98.82	
PF3D7_0214500	PF3D7_0214500.1	N/A	PF3D7_0214500	1.91	5.46	11.52	
PF3D7_0214600	PF3D7_0214600.1	STK2	PF3D7_0214600	192.13	651.14	95.38	
PF3D7_0214700	PF3D7_0214700.1	N/A	PF3D7_0214700	7.55	7.88	34.36	
PF3D7_0214800	PF3D7_0214800.1	N/A	PF3D7_0214800	3.52	1.77	70.24	
PF3D7_0214900	PF3D7_0214900.1	RON6	PF3D7_0214900	5.28	33.19	97.51	
PF3D7_0215000	PF3D7_0215000.1	ACS9	PF3D7_0215000	61.36	109.61	124.52	
PF3D7_0215100	PF3D7_0215100.1	N/A	PF3D7_0215100	21.01	8.12	44.64	
PF3D7_0215200	PF3D7_0215200.1	N/A	PF3D7_0215200	168.41	100.09	71.43	
PF3D7_0215300	PF3D7_0215300.1	ACS8	PF3D7_0215300	3.31	1.64	120.49	
PF3D7_0215400	PF3D7_0215400.1	N/A	PF3D7_0215400	18.02	19.06	47.46	
PF3D7_0215500	PF3D7_0215500.1	N/A	PF3D7_0215500	8.57	19.93	206.24	
PF3D7_0215600	PF3D7_0215600.1	N/A	PF3D7_0215600	8.23	11.54	28.84	
PF3D7_0215700	PF3D7_0215700.1	RPB2	PF3D7_0215700	23.59	11.86	74.08	
PF3D7_0215800	PF3D7_0215800.1	ORC5	PF3D7_0215800	7.54	0.81	46.07	
PF3D7_0215900	PF3D7_0215900.1	DHHC11	PF3D7_0215900	32.95	7.35	47.17	
PF3D7_0216000	PF3D7_0216000.1	N/A	PF3D7_0216000	15.03	17.97	76.23	
PF3D7_0216100	PF3D7_0216100.1	N/A	PF3D7_0216100	5.59	4.64	46.81	
PF3D7_0216200	PF3D7_0216200.1	N/A	PF3D7_0216200	15.59	36.95	283.01	
PF3D7_0216300	PF3D7_0216300.1	N/A	PF3D7_0216300	5.19	3.86	41.74	
PF3D7_0216400	PF3D7_0216400.1	VPS45	PF3D7_0216400	5.64	2.96	69.74	
PF3D7_0216500	PF3D7_0216500.1	N/A	PF3D7_0216500	3.59	10.65	50.52	
PF3D7_0216600	PF3D7_0216600.1	N/A	PF3D7_0216600	262.08	205.71	86.72	
PF3D7_0216700	PF3D7_0216700.1	ATG11	PF3D7_0216700	57.32	351.36	115.16	
PF3D7_0216700	PF3D7_0216700.2	ATG11	PF3D7_0216700	57.32	351.36	115.16	
PF3D7_0216800	PF3D7_0216800.1	N/A	PF3D7_0216800	3.62	0.71	36.5	
PF3D7_0216900	PF3D7_0216900.1	N/A	PF3D7_0216900	5.04	2.16	128.04	
PF3D7_0217000	PF3D7_0217000.1	N/A	PF3D7_0217000	30.68	1.81	34.71	
PF3D7_0217100	PF3D7_0217100.1	N/A	PF3D7_0217100	10.69	14.47	260.88	
PF3D7_0217200	PF3D7_0217200.1	N/A	PF3D7_0217200	4.57	9.84	58.09	
PF3D7_0217300	PF3D7_0217300.1	AP2S	PF3D7_0217300	46.96	34.88	36.54	
PF3D7_0217400	PF3D7_0217400.1	N/A	PF3D7_0217400	14.36	13.36	144.67	
PF3D7_0217500	PF3D7_0217500.1	CDPK1	PF3D7_0217500	455.28	68.03	224.7	
PF3D7_0217600	PF3D7_0217600.1	N/A	PF3D7_0217600	42.73	69.66	70.85	
PF3D7_0217700	PF3D7_0217700.1	N/A	PF3D7_0217700	18.4	7.03	47.37	
PF3D7_0217800	PF3D7_0217800.1	RPS26	PF3D7_0217800	61.64	16.64	82.98	
PF3D7_0217900	PF3D7_0217900.1	N/A	PF3D7_0217900	2.25	1.12	32.84	
PF3D7_0218000	PF3D7_0218000.1	RFC2	PF3D7_0218000	0.38	0.44	52.73	
PF3D7_0218100	PF3D7_0218100.1	N/A	PF3D7_0218100	1.78	1.02	21.46	
PF3D7_0218200	PF3D7_0218200.1	N/A	PF3D7_0218200	11.13	31.88	58.9	
PF3D7_0218300	PF3D7_0218300.1	N/A	PF3D7_0218300	95.74	23.46	44.78	
PF3D7_0218400	PF3D7_0218400.1	DDX47	PF3D7_0218400	17.02	3.58	61.91	
PF3D7_0218500	PF3D7_0218500.1	SNRPD2	PF3D7_0218500	12.03	1.67	63.82	
PF3D7_0218600	PF3D7_0218600.1	N/A	PF3D7_0218600	18.83	7.8	91.62	
PF3D7_0218700	PF3D7_0218700.1	PRP45	PF3D7_0218700	39.62	45.64	100.29	
PF3D7_0219100	PF3D7_0219100.1	N/A	PF3D7_0219100	1.97	0.45	97.21	
PF3D7_0219200	PF3D7_0219200.1	N/A	PF3D7_0219200	29.16	13.17	131.11	
PF3D7_0219300	PF3D7_0219300.1	N/A	PF3D7_0219300	11.44	6.76	16.85	
PF3D7_0219400	PF3D7_0219400.1	N/A	PF3D7_0219400	19.27	18.8	33.3	
PF3D7_0219400	PF3D7_0219400.2	N/A	PF3D7_0219400	19.27	18.8	33.3	
PF3D7_0219500	PF3D7_0219500.1	N/A	PF3D7_0219500	16.98	3.8	60.25	
PF3D7_0219600	PF3D7_0219600.1	RFC1	PF3D7_0219600	2.13	1.29	59.05	
PF3D7_0219700	PF3D7_0219700.1	GEXP20	PF3D7_0219700	4.78	1.48	21.83	
PF3D7_0219800	PF3D7_0219800.1	N/A	PF3D7_0219800	32.18	4.7	45.4	
PF3D7_0219900	PF3D7_0219900.1	N/A	PF3D7_0219900	9.73	1.47	11.43	
PF3D7_0220000	PF3D7_0220000.1	LSA3	PF3D7_0220000	4.83	13.3	172.3	
PF3D7_0220100	PF3D7_0220100.1	N/A	PF3D7_0220100	6.5	3.7	84.79	
PF3D7_0220200	PF3D7_0220200.1	N/A	PF3D7_0220200	3.5	2.41	126.65	
PF3D7_0220300	PF3D7_0220300.1	N/A	PF3D7_0220300	44.19	40.35	27.68	
PF3D7_0220400	PF3D7_0220400.1	N/A	PF3D7_0220400	1.25	12.54	113.7	
PF3D7_0220500	PF3D7_0220500.1	N/A	PF3D7_0220500	4.02	1.87	107.52	
PF3D7_0220600	PF3D7_0220600.1	N/A	PF3D7_0220600	0	0.21	59.06	
PF3D7_0220700	PF3D7_0220700.1	N/A	PF3D7_0220700	3.82	0	81.1	
PF3D7_0220800	PF3D7_0220800.1	CLAG2	PF3D7_0220800	3.35	0.3	18.17	
PF3D7_0220900	PF3D7_0220900.1	N/A	PF3D7_0220900	1.25	0.12	22.07	
PF3D7_0221000	PF3D7_0221000.1	N/A	PF3D7_0221000	0	0.48	23.19	
PF3D7_0221100	PF3D7_0221100.1	N/A	PF3D7_0221100	1.94	0.09	20.42	
PF3D7_0221200	PF3D7_0221200.1	N/A	PF3D7_0221200	2.22	0.23	87.27	
PF3D7_0221300	PF3D7_0221300.1	N/A	PF3D7_0221300	2.49	0.26	53.96	
PF3D7_0221400	PF3D7_0221400.1	N/A	PF3D7_0221400	3.8	0.24	47.47	
PF3D7_0221500	PF3D7_0221500.1	N/A	PF3D7_0221500	6.09	0	45.08	
PF3D7_0221600	PF3D7_0221600.1	N/A	PF3D7_0221600	2.45	0	12.99	
PF3D7_0221650	PF3D7_0221650.1	N/A	PF3D7_0221650	1.15	0	37.35	
PF3D7_0221700	PF3D7_0221700.1	N/A	PF3D7_0221700	1.96	0.64	266.49	
PF3D7_0221800	PF3D7_0221800.1	N/A	PF3D7_0221800	7.29	0	38.18	
PF3D7_0221900	PF3D7_0221900.1	N/A	PF3D7_0221900	0.3	0.06	33.21	
PF3D7_0222000	PF3D7_0222000.1	EPF1	PF3D7_0222000	0	0.17	4.5	
PF3D7_0222100	PF3D7_0222100.1	MC-2TM	PF3D7_0222100	0	0.42	5.33	
PF3D7_0222200	PF3D7_0222200.1	EPF3	PF3D7_0222200	0	0.11	3.68	
PF3D7_0222300	PF3D7_0222300.1	EPF4	PF3D7_0222300	0	0.34	31.39	
PF3D7_0222400	PF3D7_0222400.1	RIF	PF3D7_0222400	0	0.13	145.83	
PF3D7_0222500	PF3D7_0222500.1	RIF	PF3D7_0222500	0.4	0.23	293.72	
PF3D7_0222600	PF3D7_0222600.1	RIF	PF3D7_0222600	0.34	0.07	156.97	
PF3D7_0222700	PF3D7_0222700.1	RIF	PF3D7_0222700	1.45	0.14	74.6	
PF3D7_0222800	PF3D7_0222800.1	N/A	PF3D7_0222800	0.83	0.08	25.05	
PF3D7_0222900	PF3D7_0222900.1	VAR	PF3D7_0222900	0.84	0.21	15.76	
PF3D7_0223100	PF3D7_0223100.1	RIF	PF3D7_0223100	0.38	0.07	96.47	
PF3D7_0223200	PF3D7_0223200.1	RIF	PF3D7_0223200	0	0	81.39	
PF3D7_0223300	PF3D7_0223300.1	N/A	PF3D7_0223300	0.6	0.17	30.9	
PF3D7_0223400	PF3D7_0223400.1	RIF	PF3D7_0223400	0	0.37	133.74	
PF3D7_0223500	PF3D7_0223500.1	VAR	PF3D7_0223500	3.21	0.45	308.2	
PF3D7_0300100	PF3D7_0300100.1	VAR	PF3D7_0300100	1.57	0.54	196.29	
PF3D7_0300200	PF3D7_0300200.1	RIF	PF3D7_0300200	2.2	0.74	64.91	
PF3D7_0300300	PF3D7_0300300.1	VAR	PF3D7_0300300	0.28	0.21	18.81	
PF3D7_0300400	PF3D7_0300400.1	N/A	PF3D7_0300400	0	0.65	69.72	
PF3D7_0300500	PF3D7_0300500.1	RIF	PF3D7_0300500	0.72	0.47	200.46	
PF3D7_0300600	PF3D7_0300600.1	N/A	PF3D7_0300600	0	0.34	1.33	
PF3D7_0300700	PF3D7_0300700.1	RIF	PF3D7_0300700	1.59	0.13	130.89	
PF3D7_0300800	PF3D7_0300800.1	RIF	PF3D7_0300800	0	0.15	27.54	
PF3D7_0300900	PF3D7_0300900.1	N/A	PF3D7_0300900	7.15	0.9	128.25	
PF3D7_0301000	PF3D7_0301000.1	ACS2	PF3D7_0301000	2.99	0.95	63.79	
PF3D7_0301100	PF3D7_0301100.1	N/A	PF3D7_0301100	0.49	0.28	20.92	
PF3D7_0301200	PF3D7_0301200.1	FIKK3	PF3D7_0301200	4.2	0.6	145.06	
PF3D7_0301300	PF3D7_0301300.1	EH1	PF3D7_0301300	5.19	0.72	105.11	
PF3D7_0301400	PF3D7_0301400.1	N/A	PF3D7_0301400	0.52	0.6	43.5	
PF3D7_0301500	PF3D7_0301500.1	N/A	PF3D7_0301500	0.44	0.34	16.05	
PF3D7_0301600	PF3D7_0301600.1	GEXP21	PF3D7_0301600	3.86	1.66	63.26	
PF3D7_0301700	PF3D7_0301700.1	N/A	PF3D7_0301700	4.71	6.72	26.7	
PF3D7_0301800	PF3D7_0301800.1	N/A	PF3D7_0301800	1.47	2.26	68.74	
PF3D7_0301900	PF3D7_0301900.1	N/A	PF3D7_0301900	1.77	0.3	17.73	
PF3D7_0302000	PF3D7_0302000.1	PRP46	PF3D7_0302000	12.11	9.01	272.26	
PF3D7_0302100	PF3D7_0302100.1	SRPK1	PF3D7_0302100	29.07	90.59	124.56	
PF3D7_0302200	PF3D7_0302200.1	CLAG3.2	PF3D7_0302200	7.41	61.07	38.15	
PF3D7_0302300	PF3D7_0302300.1	N/A	PF3D7_0302300	2.69	1.42	88.79	
PF3D7_0302500	PF3D7_0302500.1	CLAG3.1	PF3D7_0302500	10.68	1.95	28.91	
PF3D7_0302600	PF3D7_0302600.1	ABCB4	PF3D7_0302600	1.88	0.5	23.31	
PF3D7_0302700	PF3D7_0302700.1	N/A	PF3D7_0302700	2.96	0.79	20.66	
PF3D7_0302800	PF3D7_0302800.1	N/A	PF3D7_0302800	52.09	69.66	71.99	
PF3D7_0302900	PF3D7_0302900.1	N/A	PF3D7_0302900	4.13	2.28	22.96	
PF3D7_0303000	PF3D7_0303000.1	NSF	PF3D7_0303000	11.13	6.35	77.13	
PF3D7_0303100	PF3D7_0303100.1	N/A	PF3D7_0303100	5.98	3.4	102.12	
PF3D7_0303200	PF3D7_0303200.1	N/A	PF3D7_0303200	152.97	114.05	92.84	
PF3D7_0303300	PF3D7_0303300.1	RPB6	PF3D7_0303300	27.98	27.12	223.9	
PF3D7_0303400	PF3D7_0303400.1	DHHC1	PF3D7_0303400	3.7	2.99	32.34	
PF3D7_0303500	PF3D7_0303500.1	N/A	PF3D7_0303500	5.23	10.37	57.12	
PF3D7_0303600	PF3D7_0303600.1	Plrx	PF3D7_0303600	0.7	0.81	59.22	
PF3D7_0303700	PF3D7_0303700.1	BCKDH-E2	PF3D7_0303700	4.16	6.6	58.2	
PF3D7_0303800	PF3D7_0303800.1	N/A	PF3D7_0303800	10.51	1.68	17.71	
PF3D7_0303900	PF3D7_0303900.1	N/A	PF3D7_0303900	20.76	1.72	64.56	
PF3D7_0304000	PF3D7_0304000.1	IMC1a	PF3D7_0304000	1.27	1.44	56.14	
PF3D7_0304100	PF3D7_0304100.1	IMC1e	PF3D7_0304100	5.4	5.35	61.61	
PF3D7_0304200	PF3D7_0304200.1	EHD	PF3D7_0304200	77.24	417.91	116.13	
PF3D7_0304300	PF3D7_0304300.1	N/A	PF3D7_0304300	0.87	8	36.88	
PF3D7_0304400	PF3D7_0304400.1	RPL44	PF3D7_0304400	145.83	185.67	68.73	
PF3D7_0304500	PF3D7_0304500.1	GLP1	PF3D7_0304500	34.14	47.15	19.47	
PF3D7_0304600	PF3D7_0304600.1	CSP	PF3D7_0304600	24983.1	46523.31	1121.96	
PF3D7_0304700	PF3D7_0304700.1	N/A	PF3D7_0304700	8.54	54	74.39	
PF3D7_0304800	PF3D7_0304800.1	N/A	PF3D7_0304800	5.77	11.33	19.46	
PF3D7_0304900	PF3D7_0304900.1	N/A	PF3D7_0304900	188.41	443.83	88.27	
PF3D7_0305000	PF3D7_0305000.1	EF-Ts	PF3D7_0305000	82.75	24.46	30.04	
PF3D7_0305100	PF3D7_0305100.1	N/A	PF3D7_0305100	3.08	2.04	77.93	
PF3D7_0305200	PF3D7_0305200.1	N/A	PF3D7_0305200	5.46	9.75	55.36	
PF3D7_0305300	PF3D7_0305300.1	N/A	PF3D7_0305300	47.76	34.17	51.95	
PF3D7_0305400	PF3D7_0305400.1	N/A	PF3D7_0305400	16.21	46.73	59.44	
PF3D7_0305500	PF3D7_0305500.1	N/A	PF3D7_0305500	16.48	26.38	100.37	
PF3D7_0305600	PF3D7_0305600.1	APE1	PF3D7_0305600	4.6	4.79	77.09	
PF3D7_0305700	PF3D7_0305700.1	N/A	PF3D7_0305700	49.94	36.84	52.12	
PF3D7_0305800	PF3D7_0305800.1	N/A	PF3D7_0305800	2.89	33.25	88.88	
PF3D7_0305900	PF3D7_0305900.1	N/A	PF3D7_0305900	0.71	1.64	14.57	
PF3D7_0306000	PF3D7_0306000.1	QCR8	PF3D7_0306000	0.92	1.58	23.24	
PF3D7_0306100	PF3D7_0306100.1	N/A	PF3D7_0306100	21.54	170.45	39.29	
PF3D7_0306200	PF3D7_0306200.1	AHA1	PF3D7_0306200	8.94	12.97	90.43	
PF3D7_0306300	PF3D7_0306300.1	GRX1	PF3D7_0306300	20.94	4.77	57.28	
PF3D7_0306400	PF3D7_0306400.1	N/A	PF3D7_0306400	5.75	7.68	23.44	
PF3D7_0306500	PF3D7_0306500.1	N/A	PF3D7_0306500	4.09	1.38	79.09	
PF3D7_0306600	PF3D7_0306600.1	N/A	PF3D7_0306600	1.47	1.41	14.26	
PF3D7_0306700	PF3D7_0306700.1	EMC5	PF3D7_0306700	2.79	2.49	27.82	
PF3D7_0306800	PF3D7_0306800.1	CCT2	PF3D7_0306800	5.75	11.46	194.59	
PF3D7_0306900	PF3D7_0306900.1	N/A	PF3D7_0306900	288.31	237.3	255.55	
PF3D7_0307100	PF3D7_0307100.1	RPS12	PF3D7_0307100	92.17	43.26	118.58	
PF3D7_0307200	PF3D7_0307200.1	N/A	PF3D7_0307200	80	108.5	209.33	
PF3D7_0307300	PF3D7_0307300.1	EB1	PF3D7_0307300	0.25	1.28	86.95	
PF3D7_0307400	PF3D7_0307400.1	ClpP	PF3D7_0307400	4.19	1.9	25.68	
PF3D7_0307500	PF3D7_0307500.1	SKA2	PF3D7_0307500	4.81	4.79	49.59	
PF3D7_0307600	PF3D7_0307600.1	N/A	PF3D7_0307600	12.96	5.49	48.37	
PF3D7_0307700	PF3D7_0307700.1	N/A	PF3D7_0307700	31.22	34.6	112	
PF3D7_0307800	PF3D7_0307800.1	N/A	PF3D7_0307800	8.36	11.45	163.94	
PF3D7_0307900	PF3D7_0307900.1	N/A	PF3D7_0307900	2.2	0.59	46.32	
PF3D7_0308000	PF3D7_0308000.1	N/A	PF3D7_0308000	1.79	1.31	84.03	
PF3D7_0308100	PF3D7_0308100.1	N/A	PF3D7_0308100	1.1	0.58	26.64	
PF3D7_0308200	PF3D7_0308200.1	CCT7	PF3D7_0308200	5.6	3.6	182.65	
PF3D7_0308300	PF3D7_0308300.1	N/A	PF3D7_0308300	8.7	3.09	47.17	
PF3D7_0308500	PF3D7_0308500.1	N/A	PF3D7_0308500	31.61	86.27	120.76	
PF3D7_0308600	PF3D7_0308600.1	PRPF19	PF3D7_0308600	6.07	7.93	79.82	
PF3D7_0308700	PF3D7_0308700.1	N/A	PF3D7_0308700	102.53	65.89	31.19	
PF3D7_0308800	PF3D7_0308800.1	N/A	PF3D7_0308800	58.97	56.58	46.3	
PF3D7_0308900	PF3D7_0308900.1	SF3B1	PF3D7_0308900	32.85	23.35	61.32	
PF3D7_0309000	PF3D7_0309000.1	YVH1	PF3D7_0309000	11.55	6.2	36.6	
PF3D7_0309100	PF3D7_0309100.1	OMD	PF3D7_0309100	1.42	4.07	87.75	
PF3D7_0309200	PF3D7_0309200.1	ARK2	PF3D7_0309200	8.73	31.76	83.82	
PF3D7_0309300	PF3D7_0309300.1	N/A	PF3D7_0309300	3.02	13.23	65.42	
PF3D7_0309500	PF3D7_0309500.1	AS	PF3D7_0309500	26.41	30.68	132.09	
PF3D7_0309600	PF3D7_0309600.1	PfP2	PF3D7_0309600	75.75	184.35	536.8	
PF3D7_0309700	PF3D7_0309700.1	SBP2	PF3D7_0309700	32.5	114.14	152.27	
PF3D7_0309800	PF3D7_0309800.1	YTH.2	PF3D7_0309800	180.38	239.33	94	
PF3D7_0309900	PF3D7_0309900.1	N/A	PF3D7_0309900	67.36	0.55	40.66	
PF3D7_0310000	PF3D7_0310000.1	N/A	PF3D7_0310000	0.64	0.98	30.73	
PF3D7_0310100	PF3D7_0310100.1	CDPK3	PF3D7_0310100	3.88	9.96	83.36	
PF3D7_0310200	PF3D7_0310200.1	N/A	PF3D7_0310200	19.18	103.58	137.46	
PF3D7_0310300	PF3D7_0310300.1	N/A	PF3D7_0310300	31.36	34.65	52.99	
PF3D7_0310400	PF3D7_0310400.1	PIESP1	PF3D7_0310400	4.4	16.05	86.18	
PF3D7_0310500	PF3D7_0310500.1	DHX57	PF3D7_0310500	3.92	0.77	51.61	
PF3D7_0310600	PF3D7_0310600.1	EIF3K	PF3D7_0310600	13.56	13.79	51.96	
PF3D7_0310600	PF3D7_0310600.2	EIF3K	PF3D7_0310600	13.56	13.79	51.96	
PF3D7_0310700	PF3D7_0310700.1	TRAPPC4	PF3D7_0310700	13.72	22.12	47.81	
PF3D7_0310800	PF3D7_0310800.1	N/A	PF3D7_0310800	35.63	15.45	44.17	
PF3D7_0310900	PF3D7_0310900.1	N/A	PF3D7_0310900	3.13	2.78	22.42	
PF3D7_0311000	PF3D7_0311000.1	N/A	PF3D7_0311000	0.61	0.35	11.45	
PF3D7_0311100	PF3D7_0311100.1	N/A	PF3D7_0311100	8.44	70.29	190.24	
PF3D7_0311200	PF3D7_0311200.1	N/A	PF3D7_0311200	18.14	7.84	29.24	
PF3D7_0311300	PF3D7_0311300.1	N/A	PF3D7_0311300	101.73	75.15	46.62	
PF3D7_0311400	PF3D7_0311400.1	PKRP	PF3D7_0311400	3.29	3.61	181.75	
PF3D7_0311500	PF3D7_0311500.1	N/A	PF3D7_0311500	73.48	2.66	35.09	
PF3D7_0311600	PF3D7_0311600.1	OST1	PF3D7_0311600	4.12	3.49	34.55	
PF3D7_0311700	PF3D7_0311700.1	PM6	PF3D7_0311700	27.21	1.29	42.92	
PF3D7_0311800	PF3D7_0311800.1	N/A	PF3D7_0311800	6.22	5.61	36.34	
PF3D7_0311900	PF3D7_0311900.1	N/A	PF3D7_0311900	9.71	1.45	25.27	
PF3D7_0312000	PF3D7_0312000.1	N/A	PF3D7_0312000	8.55	2.66	48.2	
PF3D7_0312100	PF3D7_0312100.1	N/A	PF3D7_0312100	6.68	2.2	48.3	
PF3D7_0312200	PF3D7_0312200.1	N/A	PF3D7_0312200	2.91	1.22	80.61	
PF3D7_0312300	PF3D7_0312300.1	RPN12	PF3D7_0312300	2.93	1.43	33.56	
PF3D7_0312400	PF3D7_0312400.1	GSK3	PF3D7_0312400	40.11	10.24	70.7	
PF3D7_0312500	PF3D7_0312500.1	MFR3	PF3D7_0312500	9.88	2.05	44.57	
PF3D7_0312800	PF3D7_0312800.1	N/A	PF3D7_0312800	463.6	83.54	51.25	
PF3D7_0312900	PF3D7_0312900.1	N/A	PF3D7_0312900	5.21	13.73	55.09	
PF3D7_0313000	PF3D7_0313000.1	N/A	PF3D7_0313000	2.19	5.39	37.79	
PF3D7_0313100	PF3D7_0313100.1	HRD3	PF3D7_0313100	4.94	5.53	52.89	
PF3D7_0313200	PF3D7_0313200.1	N/A	PF3D7_0313200	14.24	7.06	45.56	
PF3D7_0313300	PF3D7_0313300.1	N/A	PF3D7_0313300	15.5	6.72	127.2	
PF3D7_0313400	PF3D7_0313400.1	N/A	PF3D7_0313400	2.22	2.81	63.09	
PF3D7_0313500	PF3D7_0313500.1	PfG	PF3D7_0313500	2.2	0.93	36	
PF3D7_0313600	PF3D7_0313600.1	N/A	PF3D7_0313600	6.54	6.2	153.55	
PF3D7_0313700	PF3D7_0313700.1	N/A	PF3D7_0313700	5.6	2.11	71.69	
PF3D7_0313700	PF3D7_0313700.2	N/A	PF3D7_0313700	5.6	2.11	71.69	
PF3D7_0313800	PF3D7_0313800.1	N/A	PF3D7_0313800	9.02	3.63	28.71	
PF3D7_0313900	PF3D7_0313900.1	N/A	PF3D7_0313900	3.09	0.64	38.35	
PF3D7_0314000	PF3D7_0314000.1	N/A	PF3D7_0314000	4.03	1.5	55.2	
PF3D7_0314100	PF3D7_0314100.1	N/A	PF3D7_0314100	58.99	92.52	100.91	
PF3D7_0314100	PF3D7_0314100.2	N/A	PF3D7_0314100	58.99	92.52	100.91	
PF3D7_0314200	PF3D7_0314200.1	N/A	PF3D7_0314200	3.13	0.91	45.19	
PF3D7_0314300	PF3D7_0314300.1	DER1-2	PF3D7_0314300	1.12	0.27	14.37	
PF3D7_0314400	PF3D7_0314400.1	PPP6	PF3D7_0314400	6.32	0.79	84.72	
PF3D7_0314500	PF3D7_0314500.1	N/A	PF3D7_0314500	7.2	2.72	31.89	
PF3D7_0314600	PF3D7_0314600.1	N/A	PF3D7_0314600	30.1	22.22	58.64	
PF3D7_0314700	PF3D7_0314700.1	RNF1	PF3D7_0314700	48.94	71.17	65.48	
PF3D7_0314800	PF3D7_0314800.1	N/A	PF3D7_0314800	0.73	0.19	9.65	
PF3D7_0314900	PF3D7_0314900.1	N/A	PF3D7_0314900	5.92	8.85	80.69	
PF3D7_0315000	PF3D7_0315000.1	N/A	PF3D7_0315000	14.35	2.81	15.39	
PF3D7_0315100	PF3D7_0315100.1	eIF4E	PF3D7_0315100	131.01	68.9	47.58	
PF3D7_0315200	PF3D7_0315200.1	CTRP	PF3D7_0315200	2.77	2.76	205.82	
PF3D7_0315300	PF3D7_0315300.1	N/A	PF3D7_0315300	1.64	0.44	34.58	
PF3D7_0315400	PF3D7_0315400.1	N/A	PF3D7_0315400	6.72	7.18	44.78	
PF3D7_0315500	PF3D7_0315500.1	N/A	PF3D7_0315500	2.17	1.98	45.55	
PF3D7_0315600	PF3D7_0315600.1	N/A	PF3D7_0315600	3.97	0.75	167.51	
PF3D7_0315700	PF3D7_0315700.1	N/A	PF3D7_0315700	3.66	3.14	90.66	
PF3D7_0315800	PF3D7_0315800.1	N/A	PF3D7_0315800	135.09	195.49	135.58	
PF3D7_0315900	PF3D7_0315900.1	N/A	PF3D7_0315900	110.11	45.33	23.41	
PF3D7_0316000	PF3D7_0316000.1	MA	PF3D7_0316000	29.44	13.32	81.01	
PF3D7_0316100	PF3D7_0316100.1	N/A	PF3D7_0316100	8.8	14.45	133.3	
PF3D7_0316200	PF3D7_0316200.1	N/A	PF3D7_0316200	16.5	18.65	32.5	
PF3D7_0316300	PF3D7_0316300.1	PPase	PF3D7_0316300	260.42	742.86	120.98	
PF3D7_0316300	PF3D7_0316300.2	PPase	PF3D7_0316300	260.42	742.86	120.98	
PF3D7_0316400	PF3D7_0316400.1	N/A	PF3D7_0316400	11.14	5.73	73.11	
PF3D7_0316500	PF3D7_0316500.1	NUF2	PF3D7_0316500	6.11	9.09	59.11	
PF3D7_0316600	PF3D7_0316600.1	FNT	PF3D7_0316600	974.66	931.6	115.49	
PF3D7_0316700	PF3D7_0316700.1	YOP1	PF3D7_0316700	96.24	211.4	61.83	
PF3D7_0316800	PF3D7_0316800.1	N/A	PF3D7_0316800	34.66	8.71	63.73	
PF3D7_0316900	PF3D7_0316900.1	N/A	PF3D7_0316900	14.89	14.66	26.92	
PF3D7_0317000	PF3D7_0317000.1	N/A	PF3D7_0317000	166.89	510.04	48.66	
PF3D7_0317100	PF3D7_0317100.1	B9	PF3D7_0317100	389.18	451.91	122.78	
PF3D7_0317200	PF3D7_0317200.1	CRK4	PF3D7_0317200	27.11	69.9	382.17	
PF3D7_0317300	PF3D7_0317300.1	N/A	PF3D7_0317300	70.49	229.35	126.76	
PF3D7_0317400	PF3D7_0317400.1	N/A	PF3D7_0317400	3.36	4.68	60.35	
PF3D7_0317500	PF3D7_0317500.1	EG5	PF3D7_0317500	27.56	45.8	55.61	
PF3D7_0317600	PF3D7_0317600.1	RPS11	PF3D7_0317600	117.16	39.72	66.09	
PF3D7_0317700	PF3D7_0317700.1	N/A	PF3D7_0317700	4.24	1.32	81.09	
PF3D7_0317800	PF3D7_0317800.1	N/A	PF3D7_0317800	1.12	1.93	136.08	
